rank,domain,category,fit_score,composite_score,domain_rating_estimate,dr_label,recent_article_date,recent_article_url,recent_article_title,doelgroep_match,doelgroep_omschrijving,fit_motivation,pitch_angle,submission_proces_hint,submission_url_hint,first_impression,source_query,verified_via,agent_id
289,handboekarbeidengezondheid.nl,C12,2,0.385,MEDIUM (DR 30-60),estimated,niet gevonden,https://www.handboekarbeidengezondheid.nl/,Handboek arbeid en gezondheid (homepage),bedrijfsarts,"Bedrijfsartsen, arbeidsdeskundigen en zorgprofessionals in arbeid-en-gezondheid; academische/handboek-context.",Vooral statisch handboek met beperkte blog-stroom; sterke autoriteit maar weinig dynamische publicatiemogelijkheden.,Polyvagaal-theorie en zenuwstelsel-regulatie als evidence-based aanvulling op handboek arbeid en gezondheid.,pitch via redactie,niet gevonden,Handboek Arbeid & Gezondheid - autoriteitsbron rond werk-gezondheid.,vakblad arbeid en gezondheid Nederland,WebSearch,E
290,nti.nl,C13,2,0.385,MEDIUM (DR 30-60),estimated,niet gevonden,https://www.nti.nl/blog/,Lees onze nieuwste blogs | NTI,HR,Volwassen studenten en professionals die thuisstudies/HBO-opleidingen (waaronder HRM) volgen bij NTI.,"Onderwijsinstituut met blog, doelgroep deels HRM-studenten — gastauteur extern eerder ongebruikelijk, weinig zicht op redactie-openheid.",Studiethema: wat HRM-studenten moeten weten over zenuwstelsel-regulatie in moderne werkbeleidspraktijk.,pitch via redactie,niet gevonden,NTI Master HRM - opleider met blog-/contentcontext.,master HRM blog Nederland onderzoek werk,WebSearch,B
291,bewegingveroorzakers.nl,C6,2,0.385,LOW (DR <30),estimated,2026,https://www.bewegingveroorzakers.nl/trainingen/,Trainingen leiderschap (programmastart maart/juni 2026),coach,Leidinggevenden en managers in middelgrote organisaties die leiderschap en cultuurverandering willen ontwikkelen.,Trainingsacademy met focus op leiderschap; weinig redactionele blog-content gevonden in search; beperkte link-waarde.,Zenuwstelsel-bewust leidinggeven: hoe leiders co-reguleren in plaats van stress doorgeven aan teams.,geen info gevonden,niet gevonden,Adviespraktijk met blog over leiderschapstheorie en praktijk,leidinggeven blog Nederland artikel,WebSearch,D
292,conciencia-coaching.nl,C15,2,0.385,LOW (DR <30),estimated,2026,https://conciencia-coaching.nl/hoe-angst-voor-verandering-jou-belemmert/,Hoe angst voor verandering jou belemmert om in actie te komen,coach,Werknemers in (post-)burn-out die willen re-integreren plus hun werkgevers.,"Kleine consumentencoachpraktijk; thematisch dichtbij, maar beperkte autoriteit/bereik en concurrent in plaats van platform.",Niet primair; eventueel gezamenlijke kennisartikel over zenuwstelsel-aspecten van re-integratie.,geen info gevonden,niet gevonden,Coachpraktijk met blogs over oorzaken burn-out in onderwijs.,CNV Onderwijs HR blog,WebSearch,D
293,leanz.nl,C2,2,0.385,LOW (DR <30),estimated,2026,https://leanz.nl/restverdiencapaciteit-wat-houdt-het-in/,"Restverdiencapaciteit, wat houdt het in?",arbo,WIA-/WGA-uitkeringsgerechtigden en hun adviseurs; niet primair HR.,"Site richt zich op uitkeringsgerechtigden, niet op werkgevers/HR; thematisch overlap met re-integratie maar verkeerde doelgroep.",Niet primair voor outreach — eerder content-partner-overweging.,geen info gevonden,niet gevonden,Blog over arbeidsdeskundigen en re-integratie processen.,arbeidsdeskundige UWV,WebSearch,D
294,medprevent.nl,C16,2,0.385,LOW (DR <30),estimated,2026,https://www.medprevent.nl/alle-trainingen/,BHV-training en Veiligheidstrainingen 2026,arbo,Werkgevers die BHV-/veiligheidstrainingen inkopen; minder een blog-/redactionele site.,Cursusboekingssite zonder duidelijke blogcomponent (eerste indruk slaap-content niet terug gevonden); beperkte gastauteursmogelijkheid.,"Niet primair — eventueel content rond slaap/herstel als BHV-aanvulling, mits redactie/blog wordt teruggevonden.",geen info gevonden,niet gevonden,Gecertificeerde arbodienst met blog over slaap en gezondheid.,slaap arbodienst Nederland,WebSearch,D
295,ned-personeel.nl,C15,2,0.385,LOW (DR <30),estimated,2026,https://ned-personeel.nl/wijziging-in-de-directie-van-ned-personeel/,Wijziging in de directie van NED Personeel,werkgever,"Werkgevers in logistiek, horeca en industrie die personeel inhuren of backoffice-diensten zoeken.",Detacheringsplatform met blog over CAO en kosten; beperkte ruimte voor inhoudelijk verzuim/burn-out content.,Hoe uitzendbureaus zenuwstelsel-bewust kunnen plaatsen in fysiek belastende sectoren als logistiek en industrie.,geen info gevonden,niet gevonden,Detacheerder maakindustrie met content over personeel.,industrie HR vakblad NL,WebSearch,E
296,nlzorgnieuws.nl,C12,2,0.385,LOW (DR <30),estimated,2025,https://nlzorgnieuws.nl/,NLZorgnieuws actualiteiten 2025-2026,zorgprof,Zorgprofessionals en geinteresseerde lezers met nieuws over de Nederlandse zorgsector.,Algemeen zorgnieuws-portal; HR/burn-out is randthema en redactie focust op casus/nieuws meer dan op gastartikelen.,Verzuim in de zorg: zenuwstelsel-werk als onderbelichte interventie bij personeelstekort.,pitch via redactie,niet gevonden,Nieuwsportal over zorg NL - mogelijk kanaal voor branchecontent.,Nationale Zorggids artikel insturen,WebSearch,A
297,nonons.nl,C6,2,0.385,LOW (DR <30),estimated,2026,https://nonons.nl/loopbaancoach-opleiding-amsterdam-rotterdam/,Loopbaancoach Opleiding,coach,"Coaches-in-opleiding, HR-professionals en trainers die zich willen ontwikkelen tot loopbaancoach of trainer.","Coachopleidingsplatform, beperkt blog-publiek; weinig opening voor externe HR-pitch.",Zenuwstelsel-regulatie als basiscompetentie voor loopbaancoaches en HR-coaches.,geen info gevonden,niet gevonden,Coachplatform met blog over leiderschapscoaching,Nederlandse leiderschapscoaching platform blog publiceren,WebSearch,E
298,team-hr.nl,C5,2,0.385,LOW (DR <30),estimated,2026,https://www.team-hr.nl/,Team-HR herbranding en groeiplannen 2026,HR,MKB-werkgevers (Utrecht/regio) die HR-/loopbaancoaching inkopen.,"Klein HR-adviesbureau zonder duidelijk blog-platform-karakter; beperkte autoriteit, eerder vakgenoot dan distributieplatform.",Niet primair voor outreach; eventueel partner-content rond zenuwstelsel-coaching binnen WERKboek-aanpak.,geen info gevonden,niet gevonden,HR-adviesbureau voor MKB met content over personeelsstrategie,MKB platform Nederland gastartikel HR,WebSearch,D
299,vitaalarbo.nl,C2|C4,2,0.385,LOW (DR <30),estimated,2026,https://www.vitaalarbo.nl/tarieven,"Tarieven 2026 (case management, UWV-meldingen)",arbo,Werkgevers die arbodienst-/casemanagement-diensten inkopen.,"Arbodienst-site met beperkte zichtbare blog-content in search; vooral dienstverleningspagina's, weinig open auteursroute.",Zenuwstelsel-regulatie als preventieve aanvulling op casemanagement-trajecten.,geen info gevonden,niet gevonden,Arbodienst met blog over arbeidsdeskundig onderzoek.,arbeidsdeskundige blog,WebSearch,D
300,zakelijkgroeien.nl,C5,2,0.385,LOW (DR <30),estimated,2026,https://zakelijkgroeien.nl/belastingen/welke-aftrekposten-zzp/,Alle ZZP aftrekposten op een rij 2026,ondernemer,Zzp'ers en startende ondernemers die fiscale/financiele informatie zoeken.,ZZP-platform met fiscale focus; thematisch verzuim/welzijn niet kernonderwerp; mismatch met HR/werkgevers-doelgroep.,Niet primair — eventueel angle voor zzp'ers zelf: zenuwstelsel-regulatie als eigen-AOV-preventie.,geen info gevonden,niet gevonden,Platform voor zzp en ondernemers met ondernemers-content,"""ondernemer.nl"" OR ""ikgastarten"" OR ""deondernemer.nl"" gastblog",WebSearch,D
301,zakenwijzer.nl,C2|C4,2,0.385,LOW (DR <30),estimated,2026,https://www.zakenwijzer.nl/opleiden/trainingen/vertrouwenspersoon/,Training Vertrouwenspersoon in 1 dag,HR,"Werkgevers, HR en bedrijfscoaches die zich willen ontwikkelen op vertrouwenspersoon, arbo en bedrijfsvoering.",Trainingsplatform met smalle vertrouwenspersoon-focus; geen sterke blog-route zichtbaar.,Vertrouwenspersoon en zenuwstelsel: hoe een zenuwstelsel-bewuste vertrouwenspersoon eerder grensoverschrijdend gedrag signaleert.,geen info gevonden,niet gevonden,Brede zakelijke blog met categorie arbodienst voor werkgevers.,arbodienst blog werkgever,WebSearch,E
302,stressvrijvoordeklas.nl,C15,3,0.375,LOW (DR <30),estimated,niet gevonden,https://stressvrijvoordeklas.nl/,niet gevonden,onderwijs,Leerkrachten en teams in het onderwijs die werkdruk willen verlagen (coaching Anke Velstra).,Thematisch zeer relevant (werkdruk en stress in onderwijs) maar kleine site met weinig recente content in search.,Werkdruk in het onderwijs: vier zenuwstelsel-routines waarmee leerkrachten ruimte terug nemen voor de klas.,gastauteur netwerk,niet gevonden,Coachingblog voor leerkrachten met burn-out en stress.,CNV Onderwijs HR blog,WebSearch,A
303,trainjegelukscompetenties.nl,C1,3,0.375,LOW (DR <30),estimated,niet gevonden,https://trainjegelukscompetenties.nl/tag/werkgeluk/,Werkgeluk Archieven,HR,HR-managers en Chief Happiness Officers die werkgeluk willen integreren in hun organisatie.,Niche-platform van Veronique Kilian over werkgeluk; thematisch passend bij welzijn/HR maar klein bereik en eerder peer-/podcastkandidaat.,Werkgeluk vanuit het zenuwstelsel: waarom geluksinterventies pas werken als het systeem in regulatie zit.,gastauteur netwerk,niet gevonden,Werkgeluk-content voor HR managers; klein platform met gericht thema.,HR werkgeluk,WebSearch,C
304,acp.nl,C7,2,0.37,MEDIUM (DR 30-60),estimated,2025-2026,https://acp.nl/extra-inkomen-bij-arbeidsongeschiktheid-de-loyalis-verzekering-vanaf-2026/,Extra inkomen bij arbeidsongeschiktheid: de Loyalis-verzekering vanaf 2026,werkgever,"Politiemedewerkers en hun belangenbehartiging rond arbeidsvoorwaarden, arbeidsongeschiktheid en welzijn.","Vakbondssite voor politie; doelgroep is medewerkers, niet HR-managers; thema arbeidsongeschiktheid raakt verzuim maar niet direct zenuwstelsel-regulatie voor HR.",Hoe stressvolle dienst impact heeft op zenuwstelsel-regulatie en wat leidinggevenden bij politie kunnen doen aan herstel en verzuimpreventie.,geen info gevonden,niet gevonden,Politievakbond ACP-CNV met artikelen over arbeidsongeschiktheid en welzijn.,inkomensverzekeraar blog werkgever,WebSearch,C
305,samenvoordeklant.nl,C9,2,0.37,MEDIUM (DR 30-60),estimated,2025-07-24,https://www.samenvoordeklant.nl/nieuws/hervorming-arbeidsmarktinfrastructuur-wettelijke-invoering-uitgesteld-maar-niet-start-van,"Hervorming arbeidsmarktinfrastructuur: wettelijke invoering uitgesteld, maar niet start van Werkcentra",HR,"Professionals bij gemeenten, UWV en WSP's die werkgevers en werkzoekenden ondersteunen.",Overheidsketenplatform; focus op arbeidsmarkt-infrastructuur (Werkcentra) eerder dan verzuim/welzijn — niet kern-doelgroep.,Niet primair voor zenuwstelsel-thema; eventueel raakvlak via re-integratie van mensen met psychische kwetsbaarheid.,geen info gevonden,niet gevonden,Landelijk platform werkgeversservicepunten met content over arbeidsmarkt.,WSP werkgeversservicepunt artikel,WebSearch,D
306,werkbaarwerk.be,C15,2,0.37,MEDIUM (DR 30-60),estimated,2025-06,https://www.werkbaarwerk.be/werkbaarwerk/publicaties/overzicht,Publicaties Werkbaar Werk sectoren 2025,werkgever,"Vlaamse werkgevers, sectororganisaties en beleidsmakers rond werkdruk en werkbaarheid (SERV).",Vlaams-Belgische SERV-publicaties; thematisch relevant maar buiten primaire NL HR-doelgroep en taalgebied iets afwijkend.,Werkbaar werk in 2026 begint bij het zenuwstelsel: lessen van Belgische werkgevers voor de Nederlandse HR.,geen info gevonden,niet gevonden,Belgisch platform met tools en voorbeelden over werkdruk (BE/NL).,FNV werkgever blog,WebSearch,A
307,wsgo.nl,C9,2,0.37,MEDIUM (DR 30-60),estimated,2025-2026,https://wsgo.nl/nieuws/eindresultaat-van-de-onderhandelingen-over-cao-sgo-en-cao-gemeenten-2025-2027,Eindresultaat Cao SGO en Cao Gemeenten 2025-2027,HR,HR en bestuur van samenwerkende gemeentelijke organisaties (SGO-werkgevers).,Werkgeversvereniging met cao-focus; weinig redactionele blog-content rond welzijn/verzuim; bestaande nieuwskanalen vooral cao-/RVU-gericht.,Vitaliteit en duurzame inzetbaarheid voor SGO-werkgevers binnen RVU/IKB-kaders — zenuwstelsel-regulatie als praktische bouwsteen.,geen info gevonden,niet gevonden,Werkgeversvereniging Samenwerkende Gemeentelijke Organisaties met cao-content.,gemeente werkgevers vitaliteit blog,WebSearch,D
308,wsprivierenland.nl,C9,2,0.37,LOW (DR <30),estimated,2025-06,https://www.wsprivierenland.nl/nieuws/een-vraag-leidt-tot-meerdere-oplossingen/,Een vraag leidt tot meerdere oplossingen,werkgever,Werkgevers in regio Rivierenland die met WSP samenwerken voor inclusief werkgeverschap en personeelsvragen.,"Regionaal werkgeversservicepunt, beperkte blog-activiteit en niche-doelgroep — thema-match indirect via inclusief werkgeverschap.",Hoe inclusieve werkgevers zenuwstelsel-bewuste werkbegeleiding bieden bij re-integratie van werkzoekenden met afstand tot de arbeidsmarkt.,pitch via redactie,niet gevonden,Regionaal WSP Rivierenland met blogartikelen over sociaal ondernemen.,WSP werkgeversservicepunt artikel,WebSearch,B
309,verzekeringskaarten.nl,C7,1,0.365,MEDIUM (DR 30-60),estimated,2026,https://verzekeringskaarten.nl/quantum_leben/verzuimverzekering-2026,Verzuimverzekering 2026 (Quantum Leben),geen-match,Verzekeringsnemers en adviseurs die productinformatiekaarten van het Verbond van Verzekeraars raadplegen.,Gestandaardiseerde informatiekaartensite van het Verbond — geen redactionele content/blog; gastartikelen onmogelijk.,Niet geschikt — geen blog/redactie.,geen info gevonden,niet gevonden,Informatiesite over verzekeringsproducten waaronder AOV.,inkomensverzekeraar blog werkgever,WebSearch,D
310,atarbo.nl,C4,3,0.36,LOW (DR <30),estimated,2025-04,https://www.atarbo.nl/kleine-veranderingen-groot-effect/,"Kleine veranderingen, groot effect | Arbodienst @arbo",arbo,Werkgevers en HR die een arbodienst zoeken en lezen over praktische vitaliteits- en preventietips.,"Arbodienst-blog met vitaliteits-/preventie-content past goed thematisch, lage autoriteit maar relevante NL-doelgroep voor verzuim.",Praktische zenuwstelsel-oefeningen die werkgevers samen met arbodienst kunnen aanbieden ter preventie van burn-out.,geen info gevonden,niet gevonden,Arbodienst @arbo met preventieblog over vitaliteit.,vitaliteit op werkvloer,WebSearch,B
311,leiderschapscoaching.nl,C6,3,0.36,LOW (DR <30),estimated,2025-04-04,https://leiderschapscoaching.nl/informatie/informatie/,Leiderschapscoaching.nl: verander stress in succes,coach,"Leidinggevenden die persoonlijke coaching zoeken rond stress, leiderschap en duurzame resultaten.",Themamatch met stress/leiderschap maar lijkt aggregator/portaal — open call onduidelijk.,Stress in succes veranderen via zenuwstelselregulatie: praktisch toolkit voor leidinggevenden.,geen info gevonden,niet gevonden,Specifiek platform rond leiderschapscoaching en veerkracht,Nederlandse leiderschapscoaching platform blog publiceren,WebSearch,F
312,coachcircle.nl,C11,2,0.355,LOW (DR <30),estimated,2025,https://coachcircle.nl/onze-coaches/cc-lianne-1576/,Coach-profielpagina met training 2025,coach,"Coaches en coachees op een marktplaats; mensen die life-, loopbaan- of stress-coaching zoeken.",Voornamelijk coach-profielpagina's; weinig zichtbaar blog-content en HR-doelgroep ontbreekt; matige link-waarde.,"Voor coaches: zenuwstelsel-kennis als next-level toolkit naast NLP, ACT en oplossingsgericht werken.",gastauteur netwerk,niet gevonden,Coachingsmarktplaats met blog-/contentmogelijkheid.,coaching platform Nederland gastauteur artikel,WebSearch,A
313,gevoelszaken.nl,C11,2,0.355,LOW (DR <30),estimated,2026-01-05,https://www.gevoelszaken.nl/en/frequently-asked-questions/,FAQ pagina met crisisnummers,psycholoog,Online therapie + coaching voor werknemers om verzuim te voorkomen en herstel te versnellen.,Relevant thema (online therapie/verzuim) maar weinig zichtbare blog-content of gastauteur-opening.,Zenuwstelsel-regulatie als brug tussen online therapie en duurzaam terugkeren naar werk.,geen info gevonden,niet gevonden,Coachingsblog rond gevoel en stress.,mental coach blog NL stress werknemer,WebSearch,E
314,hrmspot.nl,C10,2,0.355,LOW (DR <30),estimated,2025-12-12,https://hrmspot.nl/takenpakket-hr-medewerker/,Takenpakket van een HR-medewerker,HR,"HR-medewerkers en HR-managers op zoek naar software, payroll en HRM-content.","Reviewachtige content over HR-software; welzijn/verzuim is geen kernthema, link-waarde matig.",Wat HR-software niet meet: zenuwstelsel-signalen als ontbrekende laag in moderne HRM.,geen info gevonden,niet gevonden,Reviewplatform met inhoudelijke artikelen over HR-softwareleveranciers,HR-software vendor blog Nederland werkgever,WebSearch,A
315,nielsvansanten.nl,C16,2,0.355,LOW (DR <30),estimated,2026-01-21,https://nielsvansanten.nl/overspannen-en-burn-out/herstel-van-je-burn-out-in-3-fasen/,Herstel van je burn-out in 3 fasen,coach,"Particulieren met relatie-, stress- en burn-outproblematiek; therapeuten/coaches als secundair publiek.","Inhoudelijk dichtbij zenuwstelsel-/polyvagaal-thema, maar individuele therapeut-blog met consumentenfocus en lage autoriteit.",Niet primair voor outreach — eerder vakgenoot dan platform; eventueel content-uitwisseling.,geen info gevonden,niet gevonden,Therapeut/blogger over stress en polyvagaal theorie.,polyvagaal Nederland blog,WebSearch,D
316,arbeidsbrein.nl,C16,3,0.345,LOW (DR <30),estimated,niet gevonden,https://arbeidsbrein.nl/,ArbeidsBrein voor re-integratie en duurzame inzetbaarheid,HR,"Werkgevers, HR en werknemers met NAH/burn-out/ADHD die begeleiding zoeken bij re-integratie.","Thematisch zeer relevant (burn-out, re-integratie) maar kleine praktijksite zonder duidelijke redactie of recente artikelen gevonden.",Hoe zenuwstelselregulatie het re-integratieproces versnelt bij burn-out en stressgerelateerde uitval.,geen info gevonden,niet gevonden,Trainingsbureau mindfulness in bedrijf met blogcontent voor werkgevers.,mindfulness werkgever,WebSearch,F
317,blog.conamore.com,C16,3,0.345,LOW (DR <30),estimated,niet gevonden,https://blog.conamore.com/,niet gevonden,zorgprof,"Zorgprofessionals en geinteresseerden in complementaire en integratieve zorg, met aandacht voor psychosomatiek.","Thematisch goede match (psychosomatiek, integratieve zorg) maar HR-doelgroep ontbreekt; link relevant voor body-mind authority.",Polyvagaaltheorie en psychosomatische fysiotherapie: een bruggetje tussen lichaam en werkgever-context bij burn-out.,geen info gevonden,niet gevonden,Zorgblog met artikel over psychosomatische fysiotherapie in reguliere zorg.,psychosomatiek samenwerking,WebSearch,A
318,denkpro.nl,C11,3,0.345,LOW (DR <30),estimated,niet gevonden,https://www.denkpro.nl/wees-burn-out-bij-ict-een-stap-voor/,Wees burn-out bij ICT een stap voor,psycholoog,"Werknemers en werkgevers in Gouda e.o. die psychologische hulp zoeken voor overspanning, burn-out en werkstress.",Praktijk-blog met direct relevante content over burn-out en werkgevers; klein bereik maar peer-fit voor verwijzing/samenwerking.,Zenuwstelsel-regulatie als verdieping op klassieke burn-out-aanpak in de huisartsenpraktijk/GGZ.,geen info gevonden,niet gevonden,Praktijkblog over overspanning en burn-out - matchend met zenuwstelsel-thema.,psycholoog blog werkgever Nederland burn-out,WebSearch,C
319,duurzaaminzetbaarheidcentrum.nl,C4,3,0.345,LOW (DR <30),estimated,niet gevonden,https://www.duurzaaminzetbaarheidcentrum.nl/,niet gevonden,werkgever,Werkgevers en HR die zich oriënteren op duurzame inzetbaarheid en subsidies.,"Thematische match (duurzame inzetbaarheid), maar weinig actuele content zichtbaar; redactionele frequentie en gastruimte onduidelijk.",Zenuwstelsel-regulatie als kerncomponent van duurzame inzetbaarheid voorbij ergonomie en vitaliteit.,geen info gevonden,niet gevonden,Themaplatform duurzame inzetbaarheid voor werkgevers.,duurzame inzetbaarheid vakblad,WebSearch,C
320,mensenverzuim.nl,C16,3,0.345,LOW (DR <30),estimated,niet gevonden,https://mensenverzuim.nl/,Mens & Verzuim - Specialist in effectief verzuimbeheer (homepage),HR,"Werkgevers, HR en casemanagers die effectief verzuimbeheer en re-integratie willen organiseren.",Direct thematisch relevant maar weinig gedateerde blog-content zichtbaar; redactie-route onduidelijk.,Casemanagement 2026: hoe zenuwstelsel-inzichten de gespreksvoering met langdurig zieken transformeert.,geen info gevonden,niet gevonden,Mens-&-Verzuim platform met kennisbank casemanagement.,casemanagement verzuim,WebSearch,E
321,circulairemaakindustrie.nl,C15,1,0.335,MEDIUM (DR 30-60),estimated,2026-01,https://circulairemaakindustrie.nl/nieuws/nieuwe-circulaire-doelen-voor-2035/,Nieuwe circulaire doelen voor 2035,geen-match,"Maakindustrie-bedrijven, beleidsmakers en duurzaamheidsmanagers gericht op circulaire transitie.","Inhoudelijke focus circulaire economie, niet HR/burn-out; geen redactionele match met zenuwstelsel-pitch.",Niet relevant; geen logische invalshoek.,geen info gevonden,niet gevonden,Platform circulaire maakindustrie met ondernemerscontent.,Metaalunie FME industrie werkgever,WebSearch,E
322,werkeninfriesland.nl,C9,1,0.335,LOW (DR <30),estimated,2026-05,https://www.werkeninfriesland.nl/vacatures/,"Vacatures (regio Friesland, gemeentelijk)",werkgever,Werkzoekenden en externen die opdrachten/vacatures bij Friese gemeenten/overheid zoeken; vooral vacature-platform.,"Vooral vacature-/inhuur-platform, geen redactioneel blog over verzuim/burn-out — niet geschikt voor zenuwstelsel-gastartikel.",n.v.t. — geen passend redactioneel kanaal.,geen info gevonden,niet gevonden,Regionaal arbeidsmarktplatform met artikelen over werkgeverschap.,A&O fonds Rijk blog,WebSearch,B
323,ixly.com,C6,2,0.325,MEDIUM (DR 30-60),estimated,niet gevonden,https://www.ixly.com/pricing,niet gevonden,HR,HR-professionals en assessment-experts die psychologische tests en loopbaanassessments inzetten.,Sterke assessment-niche maar weinig zichtbare blog-content op .com-versie; check ixly.nl voor blog.,Hoe assessments zenuwstelsel-belastbaarheid kunnen meten als voorspeller van duurzame inzetbaarheid.,geen info gevonden,niet gevonden,Assessment-aanbieder met blog over leiderschap en HR-thema's,leiderschap blog Nederland gastauteur,WebSearch,E
324,overkwaliteitvanzorg.nl,C12,2,0.325,MEDIUM (DR 30-60),estimated,niet gevonden,niet gevonden,niet gevonden,zorgprof,"Zorgprofessionals, bestuurders en kwaliteitsmedewerkers in de zorgsector.",Geen recente indexering gevonden; zorgsector-focus eerder dan HR/burn-out.,Kwaliteit van zorg begint bij zenuwstelsel-veiligheid voor zorgmedewerkers zelf.,geen info gevonden,niet gevonden,Platform Kwaliteit in Zorg met openbare auteursinformatie voor inzendingen.,Qruxx Zorg artikel publicatie,WebSearch,E
325,qruxx.com,C12,2,0.325,MEDIUM (DR 30-60),estimated,niet gevonden,https://www.qruxx.com/de-bedoeling-is-dat-elke-patient-zorg-op-de-juiste-plek-krijgt-met-een-optimale-kwaliteit/,Elke patient zorg op de juiste plek met optimale kwaliteit,zorgprof,Medisch specialisten en bestuurders in de zorg geïnteresseerd in passende zorg en netwerkgeneeskunde.,Slechts 1 oudere zoekresultaat; redactionele actualiteit onduidelijk; doelgroep medisch specialisten ver van HR-werkgeverspublicaties.,Hoe passende zorg en preventief verzuimbeleid samenkomen via zenuwstelsel-gerichte interventies.,geen info gevonden,niet gevonden,Kennisplatform passende zorg (geintegreerd met Zorgvisie) met openheid voor inhoudelijke bijdragen.,Qruxx Zorg artikel publicatie,WebSearch,C
326,sn.nl,C6,2,0.325,MEDIUM (DR 30-60),estimated,niet gevonden,niet gevonden,niet gevonden,HR,Schouten & Nelissen trainingsinstituut voor leiderschap en HR-ontwikkeling.,Geen recente content op sn.nl gevonden in WebSearch; mogelijk gemigreerd domein of zwak geïndexeerd.,Nieuw leiderschap door zenuwstelsel-bewuste training: blijven leren in een hybride werkrealiteit.,geen info gevonden,niet gevonden,Schouten Nelissen blog over nieuw leiderschap en menselijke kant van werk,leidinggeven blog Nederland artikel,WebSearch,E
327,bewegennaargezondheid.nl,C11,2,0.325,LOW (DR <30),estimated,2025,https://bewegennaargezondheid.nl/long-covid-in-2025/,Long Covid in 2025: wat we weten en hoe fysiotherapie kan helpen,zorgprof,"Patienten in Oss e.o. voor fysiotherapie en herstel, met content over long covid en bewegen.","Lokale fysio-praktijk; doelgroep is patienten, niet HR-managers; weinig hefboom voor backlink-strategie gericht op werkgevers.",Hoe psychosomatische fysiotherapie en zenuwstelsel-regulatie samen werken bij langdurige klachten en re-integratie.,geen info gevonden,niet gevonden,Psychosomatische fysiotherapiepraktijk met blog - vakgenoot mogelijk waardevol als peer.,psychosomatiek blog Nederland werk gezondheid,WebSearch,C
328,bolsterkracht.nl,C11,2,0.325,LOW (DR <30),estimated,2025,https://www.bolsterkracht.nl/nl/blog/authentiek-leiderschap/,Authentiek Leiderschap mannen: IQ-FQ-SQ-EQ,coach,"Eindhovense leiderschapscoaching praktijk gericht op individuele leiders, teams en mannelijke ondernemers.",Klein lokaal coachbureau met beperkte content-stroom; geen aanwijzing voor gastauteur-opening.,Zenuwstelsel-regulatie als basis van authentiek leiderschap en stresshantering.,geen info gevonden,niet gevonden,Coachingbureau met blogs over coachstandaarden.,coach federatie Nederland blog,WebSearch,E
329,gebouwschilnederland.nl,C9,2,0.325,LOW (DR <30),estimated,2025,https://www.gebouwschilnederland.nl/aandachtsgebieden/werken-met-zzpers,Voorkom schijnzelfstandigheid zzp'er,werkgever,Aangesloten werkgevers in gebouwschil-/bouw-branche en hun HR-/P&O-functies.,Brancheorganisatie met focus op juridische en zzp-onderwerpen; verzuim-/welzijnscontent beperkt zichtbaar in search; niche-platform.,Duurzame inzetbaarheid van vakmensen in de bouw via zenuwstelsel-regulatie en fysiek-mentale herstelinterventies.,geen info gevonden,niet gevonden,Brancheorganisatie met tips & tools duurzame inzetbaarheid bouw.,bouw HR blog Nederland verzuim,WebSearch,D
330,perspectief-adviesgroep.nl,C9,2,0.325,LOW (DR <30),estimated,2025,https://www.perspectief-adviesgroep.nl/teamleden/bram-zekveld/,Teamlid pagina (geen recente blogcontent gevonden),werkgever,"Werkgevers die verzuim-/re-integratiebegeleiding inkopen; advies-bureau, niet primair blogplatform.",Klein adviesbureau zonder zichtbare actieve blog in search; thematisch dichtbij maar beperkte publicatiekracht.,Niet primair; eventueel kennispartner-content rond zenuwstelsel-aanpak voor re-integratie.,geen info gevonden,niet gevonden,Adviesgroep voor bedrijfsoptimalisatie en verzuim-/re-integratiebegeleiding.,UWV Perspectief artikel werkgever,WebSearch,D
331,scabadvies.nl,C15,2,0.325,LOW (DR <30),estimated,2025,https://www.scabadvies.nl/verhoging-boete-bij-te-late-ziekmelding-aan-uwv/,Verhoging boete bij te late ziekmelding aan UWV,werkgever,"Werkgevers in de bouw met fiscale, financiele en personeels-/arbo-vraagstukken.","Accountancy/advies voor bouw; content overwegend fiscaal/juridisch, HR/verzuim is randthema.",Burn-out in de bouw: niet alleen UWV-boetes maar zenuwstelsel-werk als preventie.,geen info gevonden,niet gevonden,HR/arbo-adviesbureau gespecialiseerd in bouw & infra.,Goedopgeleidpersoneel bouw infra,WebSearch,A
332,champ.nl,C4,2,0.31,LOW (DR <30),estimated,2025-2026,https://www.champ.nl/business/28670,Champ | Beloon gezond gedrag en vitaliteit (bedrijfspagina),werkgever,"Werkgevers in zorg, retail en horeca die werknemersengagement en vitaliteit willen stimuleren via een sport/wellbeing-platform.",Wellbeing-platform maar weinig redactionele content zichtbaar; vooral business listings en sportlocatie-pagina's; gastartikel-kans onduidelijk.,Hoe gezond gedrag belonen samenvalt met zenuwstelsel-regulatie als preventiestrategie voor verzuim.,geen info gevonden,niet gevonden,Netwerkplatform voor zakelijk sporten en corporate wellbeing in NL.,corporate wellbeing blog,WebSearch,C
